Indonesia,label
Saya seharusnya tidak minum apa pun yang mengandung garam.,0
"saya kemudian berupaya melakukan berbagai usaha, di antaranya bernegosiasi dengan bank-bank yang akan dilikuidasi oleh pemerintah saat terjadi krisis keuangan di asia tenggara pada tahun 1997/1998.",0
Saya akan keluar. ini kunci kamar saya.,0
tak terima jika dikoreksi dan jarang ada yang mau berintrospeksi.,1
jangan sampai menciptakan pengusaha nasional yang mempunyai karakter pengisapan ekonomi seperti yang dilakukan bangsa asing yang dulu datang dan menjajah kita.,0
"tingkat kemiskinan melonjak, baik dari sisi kualitas maupun kuantitas, akibat penambahan jumlah pengangguran tadi.",1
"Tolong, saya ingin sekotak cat air.",2
"tinggal di lingkungan kumuh gang abu, dengan berbagai permasalahan dan kesulitan yang saya alami, tidak serta-merta harus diceritakan kepada teman-teman di kampus.",2
Cahayanya berwarna merah (Lampu merah menyala).,1
"muncul pendapat tidak tertulis, kalau ada siswa di luar geng siliwangi mampu bertahan lama di sekolah tersebut, maka dia merupakan siswa tangguh luar biasa.",0
tulisan tangan dan gambar dia bagus sekali.,1
"ini tidak bisa dibiarkan, pikir saya.",1
Saya akan tinggal untuk dua hari.,0
namun meskipun wajahnya horor hatinya baik luar biasa,1
"saya sangat yakin dan percaya, indonesia akan menjadi bangsa yang maju dan besar, dengan rakyatnya yang hidup sejahtera.",2
"apabila darah kurang di dalam tubuh, maka dipastikan lemas dan tidak bisa bergerak.",1
ia tidak bicara jika tidak perlu dan jika angkat bicara ia akan menggunakan kata kata yang dipilih dengan baik,0
tidak sedikit masyarakat mejadi pesimistis bahwa negeri ini tidak akan ke mana dan akan semakin jatuh ke dalam jurang kehancuran.,1
Setiap taksi tidak akan berhenti kecuali Anda menunggu mereka di stand taksi.,0
belum pernah ada dalam sejarah pbsi sebelumnya tim yang kalah dipulangkan.,2
"Tolong, saya ingin beberapa kemeja.",0
ayahnya yang buta huruf hilir mudik,2
banyak calon siswa cerdas dan berasal dari keluarga berada dari rayon lain tidak bisa mendaftar.,1
"saat beranjak ke level usaha kecil menengah, baru saya mulai mempunyai beberapa karyawan.",2
laksana keeping mata uang dengan muka bersebelahan.,1
kisah tersebut benar-benar identic dengan perjalanan hidup saya karena itu sampai sekarang saya tidak pernah lupa dengan cerita itu.,2
"Dapatkah Anda pergi dan memeriksanya sekarang? Jika mereka ada di sana, akan Anda akan membawa semua yang ada di sini segera?",0
"menurunnya jumlah anggota keluarga, biaya hidup kemudian menurun.",0
Anda ikut?,1
saya bicara jujur apa adanya ke pihak bi.,2
Tolong bantu saya. Tolong panggilkan ambulans.,1
Dimana toko model plastik?,2
berapa saya pinjam? tidak tanggung-tanggung sebesar rp 150 juta.,2
"sekitar pukul dua siang, kami sampai di proyek senen.",1
"untuk memastikan pergelaran berlangsung sesuai rencana, saya turun langsung memantau pekerjaan dari a hingga z, bisa dikatakan bertindak sebagai event organizer.",2
keadaan tersebut diperparah dengan hilangnya semua harta sebagai penyambung hidup karena luluh lantak disapu tsunami.,1
"Saya membeli tas ini beberapa waktu yang lalu, tapi ritsletingnya rusak.",0
Apakah Anda punya keju?,0
Kepulauan Jepang membentang dari timur laut ke barat daya di bagian barat laut dari Samudera,2
pak kumhal segera membuat surat pengantar untuk saya yang ditujukan kepada beberapa pengusaha besar.,0
Channel mana yang menayangkan musik populer?,1
"melihat situasi ini, kami berpikir dan berkesimpulan bahwa indonesia harus memiliki fasilitas khusus, dan dimulai dari tempat yang paling dekat, yaitu rscm.",0
Saya bisa menawarkan Ford Mustang berusia tujuh tahun untuk lima puluh dolar seminggu dengan,0
"beberapa hari kemudian saya kembali ke bank tersebut, dan sudah pasti tambah ditolak.",0
kemudian kulihat lagi bapaknya lintang,2
Apakah ada toko penukaran uang dekat sini?,1
"Saya mencari restoran yang bagus, yang menjual makanan panggang-panggangan. Dapatkah Anda menunjukkannya pada peta ini?",2
Apakah Anda punya Ballantine berusia sepuluh tahun?,0
itu semua saya ceritakan.,0
latar belakang keluarganya sangat teratur dan disiplin.,1
perbekalan air dan makanan kami yang seadanya telah habis.,0
"segala macam teknologi dipergunakan silih berganti menuju penyesuaian, mencari yang paling baik.",0
"sebelum itu kami bernostalgia jalan-jalan diatas mobil honda accord keluaran tahun 1981 berwarna hijau yang saya beli, dasi saya gantung di spion tengah.",1
kemudian berlanjut saat indonesia dilanda krisis moneter yang berlanjut menjadi krisis ekonomi dan politik pada tahun 1998.,1
Apakah itu dekat?,0
Tolong beri saya perkiraan.,1
pendapat joefli saya amini.,1
Dapatkah saya membuat reservasi di sini?,1
"Silakan membawa kunci Anda bersama Anda ketika Anda pergi keluar, Pak.",0
aku maju sedikit membunyikan lonceng sepeda bertepuk tangan membuat bunyi bunyian agar dia merayap pergi,0
"secara kebetulan waktu itu trisni ruslim, istri almarhum michael d.ruslim (direktur utama pt astra international), memiliki butik dan tanpa sepengetahuan saya, dia rupanya membuatkan kostum untuk artis yang bermain sinetron itu.",2
"besok you kirim surat permohonan melakukan proses due diligence ke bi, pinta beliau sebelum beberapa saat saya turunkan tepat di lobi bi.",0
lintang terkesima pada bintang yang mati jutaan tahun silam dan dia terkagum kagum pada pengembaraan benda benda langit,1
joefli kemudian meminta waktu untuk berdiskusi dengan ibrahim risjad.,2
yang diketahuinya hanyalah dia bukan satu-satunya orang dalam ruangan ini yang menyadari apa artinya jika lord voldemort kembali.,1
Anda akan mendapatkannya di pintu gerbang.,1
semakin ke puncak langkah semakin berat seperti dibebani batu.,1
saya anggap itu adalah sebuah balasan setimpal bagi para pahlawan di bidang olahraga yang telah berjasa mengharumkan nama bangsa.,1
dia mungkin akan terbangun besok menemukan tiga surat tebal yang penuh dengan simpati dan rencana-rencana pemindahannya dengan segera ke the burrow.,0
Saya ingin jenis film untuk siang hari.,1
mas yan mewajibkan kami membawa bendera merah putih setiap kali setiap kali mengamen.,1
"Makanan sangat enak, tapi saya sudah cukup. Terima kasih.",1
Dapatkah saya naik bus yang masuk ke Hilton Hotel?,0
"pada penyelenggaraan piala thomas dan uber di jakarta, mei 2004, tim thomas indonesia hanya bertahan hingga semifinal karena ditaklukkan denmark, 2-3.",2
Itu terlalu jauh. Saya butuh tumpangan.,0
Saya Ken.,0
"dengan dana rp 400 juta, buruh-buruh pabrik yang rata-rata terkena phk diberikan pelatihan keterampilan.",0
Tolong bawakan saya beberapa tomat.,1
Saya ingin beberapa bungkus kado kertas.,0
Saya senang Anda menyukainya. Saya mendapatkannya pada penjualan murah di ABC Department Store.,0
tahun 1987 adalah kali pertama membuat pt bersama dua orang kawan.,1
"perekrutan dilakukan di berbagai media, termasuk dari mulut ke mulut.",2
"pak, saya tidak tahu dan belum pernah mengelola bank sebelumnya.",0
"Terima kasih, itu sudah cukup.",1
"stasiun televisi, media massa, perbankan, dan banyak perusahaan besar.",0
mereka sekarang menempati barbagai posisi penting di negeri ini.,1
Kapan pertandingan basket dilangsungkan?,0
Baik. Aku ingin memakainya untuk resepsi pernikahan pada hari Sabtu.,0
setiap anggota jemaah yang mendaftar untuk pergi haji besar dengan paket onh plus mendapat bonus umrah dari perusahaan tersebut.,0
"bahan praktikum pembuatan gigi palsu seperti gypsum dan wax sebetulnya sudah disediakan kampus, tapi untuk berlatih, sudah pasti berbagai alat dan bahan tersebut harus dimiliki sendiri, dan itu tidak murah karena semua masih diimpor.",0
Apakah ada sebuah department store di dekat sini?,0
Apakah Anda punya setengah botol anggur merah?,0
Tidak ada sabun di kamar saya.,2
"Bukankah Anda sedikit terlalu mabuk tadi malam, Sayang?",2
kontemplasi kontemplasi ini rupanya melahirkan resep ajaib tadi,2
perwujudan kualitas hidup modern yang merata.,1
"Tolong, daging sapi panggang.",1
mencari dan menyiapkan kendaraan untuk dipergunakan rombongan study tour ke yogyakarta.,0
"tumpukan dokumen di meja kerja akan menghabiskan waktu berhari-hari jika dibaca detail satu per satu, sementara saya hanya menyediakan waktu tidak lebih dari 30 menit untuk hal itu.",0
tak apalah keputusan tidak popular tersebut saya ambil sebagai ketegasan bagi semua dari sisi profesionalisme.,2
tempat ini sekaligus pula kantor bandung super mall.,0
"untuk merestrukturisasi, setiap angkatan saya minta harus memiliki ketua sendiri.",1
disini ada sekolahku yang sederhana para sahabatku yang melarat orang melayu yang terabaikan staf dan sekolah pn yang gelamor,0
alasan pelanggaran peraturan tersebut merupakan salah satu senjata saya.,0
"mendapat informasi dari anak buahnya mengenai pbsi, akhirnya pak sby tidak bersedia dicalonkan.",1
"dalam hala apa pun saya tak mau setengah-setengah, tak mau asal jadi, termasuk pembangunan stasiun televisi.",1
"wah, si chairul sih pemimpi besar, demikian antara lain sikap sinis dan skeptis dari sementara orang.",1
pencopet,1
di atas tembok ini tidak hanya ditancapi pecahan pecahan kaca tapi juga dililitkan empat jalur kawat berduri seperti di kamp auschwitz,1
Hubungi tuan rumah ketika Anda punya masalah.,1
Kamu dari mana?,0
Mereka membawa banyak makanan.,0
ketika asap putih tebal mengepul seperti kebakaran hebat kami pun bersorak sorak kegirangan,0
"setelah beberapa bulan terus menerus berlatih seperti itu, tiap kali pertemuan setiap hari minggu, ternyata manfaatnya benar terasa.",0
"Tolong setelah makan malam, dengan hidangan penutup ya.",0
Saya keseleo sewaktu bermain tenis.  ,0
Apakah Anda ingin membuat tuntutan asuransi kerusakan tabrakan dan kecelakaan diri?,0
"kemudian saat presiden dan ibu ani yudhoyono melihat langsung keadaan asrama, suasana haru dan sedih sangat terasa setelah sejumlah anak-anak korban tsunami menangis sambil merangkul ibu negara.",2
"alhamdulillah, setelah berbagai persiapan dan proses dilakukan dengan cukup melelahkan, bsmi beroperasi secara penuh tahun 2004.",0
tidak sekali dua kali di betis ini terdapat garis panjang berwarna merah hasil pecutan sapu lidi yang dipukulkan beliau saat saya tidak terlalu serius mengaji.,1
kalau bukan karena dia tak seorang pun akan tahu bahwa voldemort sudah kembali,1
"sebuah acara keagamaan tua yang syarat makna, berseni, dan sangat memesona.",0
Tunai atau Tagihan?,1
"Selamat siang, Bu Kent. Lama tidak bertemu.",0
"sejak itu, anita melakoni empat peran sekaligus.",0
mungkin karena keluarga hokian itu yang menghidupi keluarga dari sebidang kebun sawi juga amat miskin,0
Minum obat ini bila Anda mengalami demam.,0
tapi lintang sebaliknya,0
"mereka sekeluarga hidup berpindah dan pernah tinggal di losmen berisikan delapan orang dalam satu kamar dengan kamar mandi terpisah, dan berakhir di salah satu kampong terkumuh di pojok jakarta karena sudah tidak ada lagi uang untuk membayar sewa losmen.",1
"tapi, sampai pakaian itu terjual habis, uangnya tidak disetorkan kepada saya.",0
Dapatkah saya mendapatkan sup lagi?,0
batu apa ini?,1
Harap cepat.,2
"namun, kali ini aku amat bergairah dan bertekad untuk mendaki sampai ke puncak.",0
konfigurasi ini menguntungkan bagi burung burung kecil cantik agar selalu menjaga jarak dengan manusia,0
"diskusi ini bukan hanya melakukan refleksi terhadap peranan balitbangtan tapi juga tentang apa saja yang telah dibuat , dan bagaimana merespons situasi dan kondisi terkini , kata syakir",1
di kantin kampus atau warung tegal toyib seperti biasa kami berkumpul.,0
Apakah ini jalan terpendek ke pasar?,0
Itu salah satu jenis siput dari Laut Karibia.,1
Saya di bandara sekarang. Bagaimana saya bisa sampai ke tempat Anda?,0
"meski begitu, tidak satupun dari kami yang tinggal kelas.",0
Saya mencari pasta.,0
Apakah ada biaya untuk minuman di lemari es?,0
Berapa lama itu akan jadi sebelum dikeluarkan?,2
"banyak dari mereka pun akhirnya masuk bahkan diantaranya masih betah bertahan, bekerja hingga saat ini.",2
kami sering mengeluh mengapa sekolah kami tidak seperti sekolah sekolah lain,0
"Apakah Anda punya tiket sisa untuk pertunjukan ""Miss Saigon "" siang besok?",0
asap mengepul masuk ke dalam rumah,0
Dokter dapat memeriksa Anda sekarang. Tunggu sampai kami menghubungi Anda.,1
hujan sangat lebat dan suasana menjadi gelap.,0
"Ya. Tolong, saya ingin sarapan yang ada pada menu Anda.",2
tak keberatan kuliahnya dipotong,1
"sering kali, saat itu saya berpikir ini keterlaluan, tetapi ternyata tidak juga.",1
"karena tujuan kami baik, demi pendidikan generasi muda, ditambah dengan sketsa bangunan yang rencananya memiliki fasilitas berstandar internasional, alhamdulillah proses presentasi tidak berlangsung alot.",1
"nah, kemudian hal itu diwujudkan dengan merealisasikan zakat dari unit usaha ct corp kepada ct foundation yang membantu berbagai gerakan kemanusiaan, termasuk di antaranya korban tsunami, sekolah gratis berkualitas, pembagian bahan pokok, dan kegiatan kemanusiaan lainnya.",0
Apakah ada garansi?,0
"Tolong, jangan dibuat terlalu elok.",1
"suaranya indah, bertimbre berat, dan tegas seperti penyiar tv.",1
aku melompat kabur pontang panting,1
bekas lukanya yang terasa sakit merupakan peringatan bahwa voldemort bertambah kuat lagi,2
lokasi pelatnas di cipayung merupakan karya beliau.,0
"saya antar prof. sajudi ke pambaringannya yang terakhir di taman makam pahlawan kalibata, pergi menghadap ilahi.",2
"saat anita memutuskan mendirikan sekolah duta bangsa tahun 2001, saya sama sekali tidak memberinya modal.",1
"saya terinspirasi, kangen kepada para guru yang dahulu mendidik.",0
adapun kesepakatan harga pembelian di indonesia dan prancis.,0
Saya akan belajar percakapan bahasa Inggris.,1
Di mana saya bisa mendapatkan bagasi saya untuk penerbangan JAL lima nol satu?,0
"saya kemudian menelepon salah seorang putra aceh yang tinggal di medan, joefli j. bahroeny.",0
bu mus tak berani melihat wajah kami.,1
"sebaliknya, alumni anak muda diberi kelas di lantai atas.",2
Dimana saya bisa membeli tembikar?,2
Dapatkah saya memesan dua tiket acara musik untuk Jumat depan?,1
"tunggal pertama, marlev, mengalami kekalahan.",2
"salah satunya adalah christian hadinata, mantan atlet yang sekarang menjadi pelatih bulu tangkis dengan prestasi sangat membanggakan.",1
"ini usaha baru yang akan saya tapaki, tidaklah mungkin bisa langsung konsinyasi, dipastikan harus bayar di muka.",2
aku sering cemburu karena aku harus menyampaikan salam dari sepupu sepupuku untuk disampaikan pada laki laki muda di pasar,1
kejadian itu menandai perseteruan mereka yang akan berlangsung bertahun tahun,2
Tolong perhatikan.,0
bu mus juga terkejut,0
"Ya, dua blok ke arah itu.",2
aku melepaskan lengan ayahku dari pundakku,1
Apakah Anda punya kacamata anti matahari untuk wanita?,0
"dalam suatu obrolan dikantor para group di gedung plaza bapindo, jakarta, ct pernah bercerita tentang pahit getir dan jatuh bangunnya dia sebagai pengusaha yang merintis usaha dari nol tanpa fasilitas pemerintah.",0
Bisakah saya mendapatkan makan siang sekarang?,0
Di Amerika sepak bola tingkat perguruan tinggi adalah semua tentang kemarahan.,2
duduk di pojok sana adalah trapani,1
"Baiklah, saya pikir nilai tukar berfluktuasi antara ekspektasi meningkat dan menurun, secara umum.",1
Tolong berikan roti itu.,1
Saya dari Rusia.,0
"bagi masyarakat dan petani sekitar, ini merupakan tanda adanya kehidupan.",1
sebuah pemandangan yang pilu,2
Akan Selasa depan sesuai dengan Anda?,1
Apakah Anda membersihkan pakaian ini?,1
Apakah Saya bisa membayar dalam yen Jepang?,0
"tokoh-tokoh dunia, seperti friedrich nietzsche, thomas hobbes, jean jacques rousseau, betrand russel, sigmond freud, max weber, goethe, hegel, tan malaka, arnold toynbee, bung karno, von clausewitz, maclver, immenuel kant, dan mustafa kemal ataturk habis kami bahas.",0
Saya ingin mengirim kartu pos bergambar ini ke Jepang.,0
"walaupun berasal dari keluarga miskin dan dibesarkan dilingkungan kumuh di kota, jakarta,, seperti yang saya alami dulu, bukan menjadi batu penghalang untuk bisa meraih sukses dalam kehidupan.",1
untuk merealisasikan keinginan tersebut sungguh tidak mudah karena panitia seleksi mensyaratkan aturan yang ketat.,2
"proses penelitian dan pemasangan pompa ttg tersebut dibantu warga, dan hanya memerlukan waktu sekitar satu minggu.",1
Saya ingin beberapa popok sekali pakai.,2
"sementara bank kategori b merupakan bank yang direkapitalisasi (disuntik modal) oleh pemerintah, dan bank-bank yang masuk dalam kategori c adalah bank yang terkena likuidasi.",0
"Jika dilihat dengan seksama, Anda tampaknya telah terkena beberapa jenis infeksi.",1
"ibunda, masa depan milik tuhan.",1
"ada tetangga yang memperhatikan dan sempat akan memberi keluarga kami zakat, saya tolak.",2
"membangun negeri dan membaktikan diri tidak serta-merta harus memaksakan kehendak atas sistem yang sedang berjalan, tidak matang dan serampangan malah mengganggu stabilitas.",2
Silakan berlatih beberapa ayunan.,2
satu-satunya orang yang tinggal di luar adalah seorang remaja laki-laki yang sedang berbaring tertelentang di petak bunga di rumah nomor empat,0
"kemudian penyelesaian atas ketidaksetujuan kami atas kehadiran rektor ui yang baru nugroho notosusanto, yang merupakan dropping dari pak harto, diarahkan ke jalan damai melalui dialog.",1
kami para sapi menjadi kelompok pertama yang meninggalkan arena.,1
Saya akan mengubah penerbangan Anda jika Anda memberi saya lima ribu mil.,0
pagar rumah terbuat dari bambu yang disusun rapat.,2
spesial menu kami hari ini udang Scampi dengan nasi Pilaf.,0
"ayo saya antar ke kepala bagian anak di rscm professor iskandar wahidiyat, kita diskusikan. berangkatlah kami ke rscm.",0
Harap cairkan cek perjalanan ini.,2
terlalu banyak perasaan untuk ditanggung seorang anak kecil dalam waktu demikian singkat,0
"ajaran di teater sering saya praktikkan dirumah dan di mana pun, sampai-sampai saya merasa ingatan ini seolah plester yang mudah mengingat apa pun.",0
"Wah, terima kasih banyak. Uh, bolehkah saya naik ke atas?",2
Saya ingin catatan.,0
serangkaian diskusi dengan mas adi sasono di masa lalu sangat besar pengaruhnya terhadap berbagai langkah saya di perusahaan maupun dalam berbagai kegiatan kemasyarakatan lainnya hingga kini.,0
pagar kayu saling—silang di parit bersemak di mana tergenang air mati berwarna cokelat,0
"ini ada bank milik bapindo dan teman-teman lain yang tengah dalam kondisi sakit dan harus diambil alih oleh pihak lain untuk menyehatkannya kembali, ujar pak arbali memperjelas.",1
Ini adalah gaya terbaru musim panas ini.,0
"Anda memecahkan, berarti Anda membelinya.",1
"Permisi. Tolong, bisakah Anda memberitahu saya jalan ke stasiun kereta api?",0
"penjelasan dari kepala pelatih saya terima, bahwa latihan atlet telah optimal dan terus ditingkatkan secara maksimal, selebihnya yang menentukan kemenangan adalah faktor keberuntungan dan doa dari bangsa indonesia.",1
Ini sangat rendah kalori. Hanya tiga puluh kalori.,2
perbedaan budaya antara saya dan anita lambat laun melebur.,0
kami juga tidak punya kotak p3k,1
dapat dikatakan bahwa bu mus sering kewalahan menghadapi lintang terutama untuk pelajaran matematika sehingga dia sering diminta membantu,0
"setelah lama tidak bertemu ct, saya mengira dia sudah lupa kepada saya.",0
Anda akan diberi pertolongan pertama.,1
"Anda tidak kebetulan berada di sekitar sudut kedua belas dan G sekitar delapan tiga puluh malam ini, kan?",0
"Oh, itu menunjukkan stasiun kereta bawah tanah dan perhentian bus. Dapatkah saya menyimpannya?",0
"ketika sd, saya sudah diajarkan berjualan es mambo, kacang, dan kue-kue.",0
"Oh, tidak apa-apa. Bagaimanapun juga kamu di sini.",1
Apakah ini dijamin?,0
Pada usia berapa diperbolehkan memainkan mesin slot?,2
Bisakah Anda menempatkan ranjang tambahan di kamar?,1
di setiap mata pelajaran dia akan mengacung sekali dan menanyakan pertanyaan yang sama setiap hari sepanjang tahun,1
saya tidak akan pernah memanfaatkan jabatan untuk kepentingan bisnis saya walaupun itu bisa saja saya lakukan.,2
"Saya tidak bisa menjamin, tapi kami akan mencoba yang terbaik.",1
"ariza, dibantu pak rahmat yang hingga tahun 2006 masih sebagai wakil kepala sman 1, berhasil mengumpulkan sekitar 25 guru yang pernah mendidik saya.",0
cuaca cenderung semakin memburuk akhir akhir ini maka hasil melaut tidak pernah memadai,1
"Tidak, Anda menuju arah yang berlawanan. Anda harus kembali.",2
yang rutin berkunjung hanyalah seorang pria yang berpakaian seperti ninja,1
dari permukaan air yang bening jelas kulihat binatang itu menggoyangkan ekor panjangnya untuk beranjak pergi,2
ayahnya berusaha keras menenangkannya tapi ia memberontak,0
"yang lebih membanggakan, para menteri tersebut menyumbangkan barang pribadi mereka untuk dilelang kepada semua peserta yang hadir.",1
"dan benar, catatan keuangan perusahaan menunjukan jauh lebih besar pasak dari tiang.",1
"prita, salah seorang teman sekelas, memiliki kakak kandung seorang guru teater dan dia mengusulkan agar kami berlatih kepadanya.",1
Oke. Terima kasih.,0
Silahkan datang ke sini. Biarkan saya membantu Anda dengan bagasi Anda.,1
"pernah suatu waktu putri menangis saat mengetahui perjalanan hidup saya yang sangat sulit, kuliah sambil kerja keras berbisnis agar uang kuliah dan kebutuhan hidup keluarga bisa terpenuhi.",0
ruangan ini bekas peninggalan belanda.,1
aku membaca puisi itu dengan menanggung perasaan rindu yang menyelinap.,2
Sejak dua jam sebelum keberangkatan. Dan silahkan datang ke counter setidaknya tiga puluh menit sebelum waktu penerbangan.,0
piala yang sudah dua puluh tahun kami inginkan.,1
pendidikan anak langsung dari orang tua jauh lebih penting.,2
Saya akan meneleponnya lagi sekitar pukul empat sore.,1
ia titip salam buatmu dan ia ingin kamu menyimpan hadiah ini.,0
"demi meningkatkan prestasi, tidak sedikit dari kami yang menempuh pelajaran tambahan di luar.",1
"saat buku ini disusun, dia duduk sebagai senior vice president, special asset management & restructuring division head di bank mega.",1
seorang wanita gemuk setengah baya yang berseri seri susah payah memeganginya,0
senioritas di antara mereka sangat kental.,0
"Ini kesalahan jasa penerbangan. Tolong, bisakah Anda mengatur penerbangan lain?",1
aku duduk sendiri di bawah pohon ketika seluruh siswa sudah pulang.,0
"kalau tidak dapat masuk di negeri, bisa dipastikan saya tidak akan pernah kuliah, karena selain dipastikan biaya kampus swasta lebih mahal, juga sedikit sekali pilihan.",0
sekarang hari Jumat?,1
Itu berisi Berapa banyak tablet?,0
"ketika itu, bangsa indonesia masih dalam suasana euforia reformasi dan peran militer di dunia sipil juga mulai berkurang.",0
tentu saya tidak bisa berbicara dan meyakinkan pihak lain tentang potensi negara indonesia tanpa dilandasi data yang akurat.,2
"sumber daya manusia keluar masuk dan proses perekrutan orang-orang andal, terbaik di bidangnya, terus kami lakukan.",0
masing-masing memiliki 25 persen porsi saham.,1
paman vernon membelalak menatapnya. harry bingung. mrs figg masih mungkin-tetapi bibi petunia?,1
"flo sendiri acuh tak acuh, ia tak tersenyum dan hanya menatap bapaknya.",0
mereka santai saja bertamu ke haribaan dedaunan filicium,0
"Maaf, semua kursi penuh pada tanggal tiga puluh Agustus.",2
"Tolong, saya ingin gaya seperti Cameron Diaz.",1
Bisakah Anda memberi dua untuk malam ini?,2
hal itu bisa dimaklumi karena mendapatkan fasilitas dan proteksi dari pengusaha.,0
bajingan kecil itu memang selalu beruntung.,2
"mengenai latar belakang keluarga, termasuk saat sekolah saya memilih naik bus yang telah penuh agar bisa menggelantung di pintu dan tidak membayar.",0
Siapa aktris favorit Anda?,1
mahar bercerita berdasarkan teori orang-orang terkemuka.,1
tak mau ibunda pagi ini ketika berangkat sekolah aku hampir diterkam buaya maka aku tidak punya waktu menunggu,0
"dari 100 halaman diktat untuk 100 mahasiswa, saya sudah mendapatkan selisih kotor rp 50.000, dan hampir semua dosen menitipkan diktatnya kepada saya untuk diperbanyak bagi semua mahasiswa.",0
"dalam tata cara makan, misalnya, saya masih sering seperti adanya, makan sambil berbicara.",2
"tahun 1987, dia tertular virus hepatitis b dari pasiennya karena sering kali menganggap enteng penggunaan sarung tangan saat bekerja.",2
"Ini adalah ukuran disini, yang biasa Anda sebut dengan ukuran umum,cobalah.",0
"By the way, kapan acara dimulai?",0
"mereka antara lain adalah mas adi sasono, dawam rahardjo, dan salah seorang pakar ekonomi islam, muhammad syafii antonio yang bernama asli nio cwan chung.",1
beliau menyortir surat sejak subuh dan mengantarnya di bawah hujan dan panas.,0
"Maaf, ruang ini sudah diambil (dipesan, dibooking).",2
Saya ingin hamburger untuk pergi.,0
"apabila sumbernya tidak dikoreksi, output-nya pasti akan tetap pincang, karena itu perlu adanya redistribusi aset produktif.",1
tepatnya tahun 1979 saat saya duduk di kelas dua sma.,2
olahraga yang anggun begitu sebutan paman vernon telah membuat dudley lebih hebat daripada yang dirasakan harry,1
saat itu boy menjabat sebagai pembantu dekan bidang kemahasiswaan fkg-ui.,2
"sebenarnya saya sangat ingin membeli rumah itu, tetapi waktu itu saya belum memiliki uang untuk membeli rumah di menteng.",2
ada pula kemungkinan borek kurapan aku pernah melihat kurap itu ketika kami ramai ramai mandi di dam tempo hari,1
karena etna-lah saya dipertemukan dengan pak ginandjar dan berkesempatan menginformasikan tentang rencana kegiatan.,2
bapak pun sedang kehabisan.,0
"ketika itu saya benar-benar dongkol, merasa dikerjai dan dibohongi oleh kelompok teman dari televisi swasta yang bekerja dengan saya.",1
"saya juga tidak sekedar menulis, tetapi juga berusaha mendapatkan soul dari setiap kisah perjalanan si anak singkong ini.",0
"Kereta ini berhenti di Lake Forest, bukan?",2
Tolong sedikit lebih dari leher.,1
ada orang kek ada orang hokian ada orang tongsan dan ada yang tidak tahu asal usulnya,1
sementara utama kayo mengharapkan litbang pertanian dapat mengeksplorasi hasil inovasinya untuk mendukung kegiatan dunia usaha khususnya di sektor pertanian,1
Dapatkah saya meminta beberapa (minuman) anggur merah?,1
bu mus melihat lomba ini sebagai media yang sempurna untuk menaikkan martabat sekolah.,1
Tentu saja. Sembilan puluh sembilan dolar 'kan?,1
undangan disebarkan baik oleh saya langsung maupun banyak teman secara pribadi dan melalui orang tua mereka.,1
"anda bantu, ya, nanti menjadi komisaris utamanya.",1
"selama pengerjaan renovasi pabrik tersebut, saya berkenalan dengan seseorang kelahiran taiwan berkebangsaan singapura, michael chiam, seorang technical assistant.",0
"jika pendapatan dari ngamen banyak, kami belikan tikar, pompa, dan menyumbangkan itu ke masjid atau gereja.",0
Bisakah saya datang kembali kepada Anda dengan jawaban Jumat ini?,0
"karena sifatnya nasional, acara yang akan dibuat sangat besar, kami putuskan menggelarnya di istana bogor pada tahun 1999.",0
"selama setahun lebih menu makanan malam tidak pernah ganti, junk food satu dan junk food lainnya.",0
organisasi baru berbentuk paguyuban sengaja saya pilih agar hubungan antar-alumni menjadi lebih cair dan kekeluargaan lebih terasa.,0
Anak-anak menerima hadiah tahun baru.,1
Sebuah jas dan dasi?,1
Saya harap Anda akan memiliki pernikahan yang bahagia.,1
"Mana jenis roti yang Anda suka, putih, gandum atau gandum utuh?",1
Tolong antar saya ke pusat kota.,2
"ombak sudah demikian ganas, sedangkan badai yang sesungguhnya belum tiba.",0
"kami mengamen dimana-mana, kadang dikampus universitas atma jaya, pinggir jalan daerah jalan keramat, cikini, dan jalanan ibu kota lainnya.",0
ia datang dari arah yang sama sekali tak kuduga.,1
di depan kelas dia tidak langsung menyanyikan lagu pilihannya tapi menatap kami satu per satu,0
"dengan berbagai pertimbangan, akhirnya saya menyetujui dan menyatakan kesiapan diri untuk dicalonkan.",0
akhirnya waktu habis karena telah jam sebelas lewat lima dan jumlah murid tidak juga genap sepuluh,0
Apakah Anda punya tur dengan kunjungan ke Jembatan Golden gate?,0
tidak mungkinlah perusahaan yang saya kelola bisa tumbuh cepat kalau bukan karena kehendak tuhan.,1
Sebuah karton rokok dan dua botol sake.,0
"waktu saya memutuskan turun gunung dan mengurus trans tv hingga larut malam, saya ditanya pak ishadi, apakah tidak cape, pak, ikut mengurus juga trans tv.",0
suara yang lembut seperti tahu.,1
Sebuah tas berisi kue dan batangan lemon.,0
demikian perjuangannya mengayuh sepeda ke pulang dan pergi ke sekolah delapan puluh kilometer setiap hari,0
Apakah ada pemandangan yang spesial?,1
"karena tergolong mahal, saya tidak ikut.",2
kami adalah buruh buruh tambang yang bangga padi tidak tumbuh di atas tanah tanah kami yang kaya material tambang,0
"Tolong, Bisakah Anda berbicara lebih keras?",0
"Tolong, saya ingin alat cukur dua tegangan.",2
Saya pikir itu pemeranan dan alur cerita yang bagus.,1
